ticker,code,industry,included,excluded
603906.SH,621010,Energy,20170314,
603908.SH,622520,Consumer Durables & Apparel,20170221,
603909.SH,622020,Commercial & Professional Services,20160628,
603912.SH,622010,Capital Goods,20171012,
603915.SH,622010,Capital Goods,20190527,
603916.SH,621510,Materials,20171023,
603917.SH,622510,Automobiles & Components,20171114,
603918.SH,624510,Software & Services,20150528,
603919.SH,623020,"Food, Beverage & Tobacco",20160310,
603920.SH,624520,Technology Hardware & Equipment,20170406,
603922.SH,622510,Automobiles & Components,20170904,
603926.SH,622510,Automobiles & Components,20170327,
603927.SH,624510,Software & Services,20060123,
603928.SH,621510,Materials,20161121,
603929.SH,622010,Capital Goods,20161212,
603931.SH,621510,Materials,20200730,
603933.SH,624520,Technology Hardware & Equipment,20170615,
603936.SH,624520,Technology Hardware & Equipment,20151209,
603937.SH,621510,Materials,20150513,
603938.SH,621510,Materials,20170608,
603939.SH,623010,Food & Staples Retailing,20150217,
603948.SH,621510,Materials,20200211,
603949.SH,622510,Automobiles & Components,20160526,
603950.SH,622510,Automobiles & Components,20200414,
603955.SH,622010,Capital Goods,20170123,
603956.SH,622010,Capital Goods,20190128,
603958.SH,622520,Consumer Durables & Apparel,20160629,
603959.SH,622010,Capital Goods,20160517,
603960.SH,622010,Capital Goods,20170228,
603963.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20170904,
603966.SH,622010,Capital Goods,20170104,
603967.SH,622030,Transportation,20190319,
603968.SH,621510,Materials,20150518,
603969.SH,621510,Materials,20150227,
603970.SH,622010,Capital Goods,20171030,
603976.SH,623510,Health Care Equipment & Services,20170731,
603977.SH,621510,Materials,20161024,
603978.SH,621510,Materials,20170724,
603979.SH,622010,Capital Goods,20150630,20210114
603979.SH,621510,Materials,20210115,
603980.SH,621510,Materials,20170524,
603982.SH,622510,Automobiles & Components,20190411,
603983.SH,623030,Household & Personal Products,20190617,
603985.SH,622010,Capital Goods,20170420,
603986.SH,624530,Semiconductors & Semiconductor Equipment,20160728,
603987.SH,623510,Health Care Equipment & Services,20161031,
603988.SH,622010,Capital Goods,20141104,
603989.SH,624520,Technology Hardware & Equipment,20150515,
603990.SH,624510,Software & Services,20161123,
603991.SH,621510,Materials,20170222,
603992.SH,622010,Capital Goods,20190806,
603993.SH,621510,Materials,20070426,
603995.SH,621510,Materials,20191112,
603996.SH,622520,Consumer Durables & Apparel,20151222,
603997.SH,622510,Automobiles & Components,20150302,
603998.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20141205,
603999.SH,622540,Media,20151210,
605001.SH,621510,Materials,,20190412
605001.SH,622010,Capital Goods,20200428,
605003.SH,622520,Consumer Durables & Apparel,20200728,
605005.SH,622510,Automobiles & Components,20190628,
605006.SH,621510,Materials,20200813,
605007.SH,621510,Materials,20190621,
605008.SH,621510,Materials,20190404,
605009.SH,623030,Household & Personal Products,20200819,
605016.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",,20191211
605016.SH,623020,"Food, Beverage & Tobacco",20191212,
605018.SH,622510,Automobiles & Components,20200909,
605050.SH,622030,Transportation,20200901,
605055.SH,622520,Consumer Durables & Apparel,20190621,
605058.SH,624520,Technology Hardware & Equipment,20200922,
605060.SH,622010,Capital Goods,20190628,
605066.SH,622010,Capital Goods,20200721,
605068.SH,622510,Automobiles & Components,20190628,
605077.SH,623020,"Food, Beverage & Tobacco",20200814,
605080.SH,622520,Consumer Durables & Apparel,20191227,
605081.SH,622020,Commercial & Professional Services,20190621,
605086.SH,621510,Materials,20191122,
605088.SH,622510,Automobiles & Components,20151030,
605089.SH,623020,"Food, Beverage & Tobacco",20200814,
605090.SH,622020,Commercial & Professional Services,,20180927
605090.SH,625510,Utilities,20191227,
605098.SH,622530,Consumer Services,20150128,
605099.SH,621510,Materials,20121231,
605100.SH,622010,Capital Goods,20160129,
605108.SH,622530,Consumer Services,20200624,
605111.SH,624530,Semiconductors & Semiconductor Equipment,20160723,
605116.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200901,
605117.SH,624510,Software & Services,20171130,20190627
605117.SH,622520,Consumer Durables & Apparel,20190628,
605118.SH,624520,Technology Hardware & Equipment,20200709,
605122.SH,621510,Materials,20190621,
605123.SH,622010,Capital Goods,20200805,
605128.SH,621510,Materials,,20181115
605128.SH,622510,Automobiles & Components,20200811,
605133.SH,622510,Automobiles & Components,20190614,
605136.SH,622550,Retailing,20200909,
605151.SH,622510,Automobiles & Components,20190510,
605155.SH,621510,Materials,20190628,
605158.SH,621510,Materials,20200717,
605166.SH,621510,Materials,20160428,
605168.SH,622020,Commercial & Professional Services,20150421,20190425
605168.SH,622540,Media,20200423,
605169.SH,625510,Utilities,20190531,
605177.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20190614,
605178.SH,622010,Capital Goods,20200807,
605179.SH,623020,"Food, Beverage & Tobacco",20190621,
605180.SH,622520,Consumer Durables & Apparel,20190524,
605183.SH,621510,Materials,20150918,
605186.SH,623510,Health Care Equipment & Services,20190621,
605188.SH,623010,Food & Staples Retailing,20200617,
605189.SH,622520,Consumer Durables & Apparel,20161031,
605196.SH,622010,Capital Goods,20160401,
605198.SH,623020,"Food, Beverage & Tobacco",20030422,
605199.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200617,
605208.SH,621510,Materials,20120720,
605218.SH,624520,Technology Hardware & Equipment,20200908,
605222.SH,622010,Capital Goods,20200713,
605228.SH,622510,Automobiles & Components,20200824,
605255.SH,622510,Automobiles & Components,20200805,
605258.SH,624520,Technology Hardware & Equipment,20160930,
605259.SH,622510,Automobiles & Components,20200624,
605266.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",,20200727
605266.SH,623010,Food & Staples Retailing,20200728,
605268.SH,622520,Consumer Durables & Apparel,20190621,
605277.SH,624520,Technology Hardware & Equipment,20190628,
605286.SH,622010,Capital Goods,20190906,
605288.SH,622010,Capital Goods,20200518,
605289.SH,622010,Capital Goods,20140305,
605296.SH,623020,"Food, Beverage & Tobacco",20200410,
605298.SH,622010,Capital Goods,20150915,
605299.SH,622520,Consumer Durables & Apparel,20160730,
605300.SH,623020,"Food, Beverage & Tobacco",20190927,
605303.SH,622010,Capital Goods,20190621,
605305.SH,622010,Capital Goods,20141120,
605318.SH,622010,Capital Goods,20200710,
605319.SH,622510,Automobiles & Components,20190705,
605333.SH,622510,Automobiles & Components,20200708,
605336.SH,622520,Consumer Durables & Apparel,20200915,
605337.SH,623020,"Food, Beverage & Tobacco",20190621,
605338.SH,623020,"Food, Beverage & Tobacco",20200915,
605339.SH,623020,"Food, Beverage & Tobacco",20180629,
605358.SH,624530,Semiconductors & Semiconductor Equipment,,20181220
605358.SH,624530,Semiconductors & Semiconductor Equipment,20200825,
605366.SH,621510,Materials,20200723,
605368.SH,625510,Utilities,20190118,
605369.SH,623510,Health Care Equipment & Services,20200902,
605376.SH,621510,Materials,20161230,
605377.SH,621510,Materials,20150526,
605378.SH,622010,Capital Goods,20190628,
605388.SH,623020,"Food, Beverage & Tobacco",20200729,
605389.SH,622010,Capital Goods,20200916,
605398.SH,624510,Software & Services,20190531,
605399.SH,621510,Materials,20200715,
605488.SH,621510,Materials,20200619,
605499.SH,623020,"Food, Beverage & Tobacco",20200424,
605500.SH,621510,Materials,20190606,
688001.SH,624520,Technology Hardware & Equipment,20190619,
688002.SH,624520,Technology Hardware & Equipment,20190624,
688003.SH,622010,Capital Goods,20150811,
688004.SH,624510,Software & Services,20161130,
688005.SH,621510,Materials,20180202,
688006.SH,622010,Capital Goods,20190625,
688007.SH,624520,Technology Hardware & Equipment,20190702,
688008.SH,624530,Semiconductors & Semiconductor Equipment,20190628,
688009.SH,622010,Capital Goods,20150807,
688010.SH,624520,Technology Hardware & Equipment,20190703,
688011.SH,622010,Capital Goods,20190703,
688012.SH,624530,Semiconductors & Semiconductor Equipment,20190703,
688013.SH,623510,Health Care Equipment & Services,20200909,
688015.SH,622010,Capital Goods,20190706,
688016.SH,623510,Health Care Equipment & Services,20190704,
688017.SH,622010,Capital Goods,20200811,
688018.SH,624530,Semiconductors & Semiconductor Equipment,20190703,
688019.SH,621510,Materials,20190703,
688020.SH,624520,Technology Hardware & Equipment,20190705,
688021.SH,622510,Automobiles & Components,20191016,
688022.SH,622010,Capital Goods,20190705,
688023.SH,624510,Software & Services,20191017,
688025.SH,624520,Technology Hardware & Equipment,20160825,
688026.SH,621510,Materials,20151126,
688027.SH,624520,Technology Hardware & Equipment,20200616,
688028.SH,622010,Capital Goods,20190705,
688029.SH,623510,Health Care Equipment & Services,20151110,
688030.SH,624510,Software & Services,20190909,
688033.SH,621510,Materials,,20190411
688033.SH,622010,Capital Goods,20190705,
688036.SH,624520,Technology Hardware & Equipment,20190910,
688037.SH,624520,Technology Hardware & Equipment,,20190711
688037.SH,624530,Semiconductors & Semiconductor Equipment,20191126,
688039.SH,624510,Software & Services,20191122,
688050.SH,623510,Health Care Equipment & Services,20200710,
688051.SH,624510,Software & Services,20200228,
688055.SH,624520,Technology Hardware & Equipment,20200729,
688056.SH,624520,Technology Hardware & Equipment,20200813,
688057.SH,622020,Commercial & Professional Services,20140605,
688058.SH,624510,Software & Services,20191015,
688059.SH,622010,Capital Goods,20200624,
688060.SH,624520,Technology Hardware & Equipment,20200619,
688063.SH,624520,Technology Hardware & Equipment,20161031,20200526
688063.SH,622010,Capital Goods,20200825,
688065.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200724,
688066.SH,624510,Software & Services,20160425,
688067.SH,623510,Health Care Equipment & Services,20150205,20200525
688067.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200526,
688068.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20190909,
688069.SH,622020,Commercial & Professional Services,20200706,
688070.SH,622010,Capital Goods,20200420,
688076.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20160112,
688077.SH,621510,Materials,20200703,
688078.SH,624510,Software & Services,20151118,
688079.SH,624510,Software & Services,,20200511
688079.SH,624520,Technology Hardware & Equipment,20200512,
688080.SH,624520,Technology Hardware & Equipment,20140218,
688081.SH,624520,Technology Hardware & Equipment,20191216,
688083.SH,624510,Software & Services,20170123,
688085.SH,623510,Health Care Equipment & Services,20200318,
688086.SH,624520,Technology Hardware & Equipment,20151029,
688088.SH,624510,Software & Services,,20190326
688088.SH,624510,Software & Services,20190704,
688089.SH,623020,"Food, Beverage & Tobacco",20191202,
688090.SH,622010,Capital Goods,20200120,
688092.SH,622010,Capital Goods,20200825,
688093.SH,624520,Technology Hardware & Equipment,20200403,
688095.SH,624510,Software & Services,20150512,
688096.SH,622010,Capital Goods,20141219,
688097.SH,622010,Capital Goods,20200824,
688098.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191008,
688099.SH,622540,Media,,20190321
688099.SH,624530,Semiconductors & Semiconductor Equipment,20190719,
688100.SH,624520,Technology Hardware & Equipment,20191227,
688101.SH,622020,Commercial & Professional Services,20191028,
688106.SH,621510,Materials,20141215,
688108.SH,623510,Health Care Equipment & Services,20191010,
688109.SH,624520,Technology Hardware & Equipment,20160205,20200511
688109.SH,624510,Software & Services,20200512,
688111.SH,624510,Software & Services,20191030,
688113.SH,622010,Capital Goods,20200629,
688116.SH,622550,Retailing,,20190321
688116.SH,621510,Materials,20190904,
688117.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200624,
688118.SH,624510,Software & Services,20191114,
688122.SH,621510,Materials,20141231,
688123.SH,624530,Semiconductors & Semiconductor Equipment,20191204,
688126.SH,624020,Diversified Financials,,20190429
688126.SH,624530,Semiconductors & Semiconductor Equipment,20200331,
688127.SH,622010,Capital Goods,20160226,20200325
688127.SH,624520,Technology Hardware & Equipment,20200326,
688128.SH,622010,Capital Goods,20191017,
688129.SH,621510,Materials,20200409,
688131.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20160129,20200525
688131.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200526,
688133.SH,621510,Materials,20151216,
688135.SH,624530,Semiconductors & Semiconductor Equipment,20150907,
688136.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",,20200510
688136.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200511,
688138.SH,624520,Technology Hardware & Equipment,20191031,
688139.SH,623510,Health Care Equipment & Services,20191008,
688155.SH,622010,Capital Goods,20200722,
688156.SH,625510,Utilities,20151008,
688157.SH,621510,Materials,20200519,
688158.SH,624510,Software & Services,20191230,
688159.SH,624520,Technology Hardware & Equipment,20160127,
688160.SH,622010,Capital Goods,20200420,
688165.SH,622010,Capital Goods,20200622,
688166.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20130514,
688168.SH,624510,Software & Services,20160727,
688169.SH,622520,Consumer Durables & Apparel,20200123,
688177.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200123,
688178.SH,622020,Commercial & Professional Services,20191224,
688179.SH,621510,Materials,20140612,20200427
688179.SH,621510,Materials,20200428,
688180.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20150813,
688181.SH,622520,Consumer Durables & Apparel,20140124,20190505
688181.SH,624520,Technology Hardware & Equipment,20191217,
688183.SH,624520,Technology Hardware & Equipment,20200528,
688185.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20190328,
688186.SH,621510,Materials,20200113,
688188.SH,624520,Technology Hardware & Equipment,20190719,
688189.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200306,
688191.SH,622010,Capital Goods,20150112,
688195.SH,624520,Technology Hardware & Equipment,20200429,
688196.SH,621510,Materials,20191031,
688198.SH,623510,Health Care Equipment & Services,20191119,
688199.SH,621510,Materials,20120907,
688200.SH,624520,Technology Hardware & Equipment,,20190806
688200.SH,624530,Semiconductors & Semiconductor Equipment,20200123,
688201.SH,624510,Software & Services,20200629,
688202.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191017,
688208.SH,624520,Technology Hardware & Equipment,20200117,
688215.SH,624510,Software & Services,20150730,
688217.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200623,
688218.SH,622010,Capital Goods,20160218,
688219.SH,621510,Materials,20200427,
688221.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20160929,
688222.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",,20190708
688222.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200324,
688228.SH,624510,Software & Services,20161031,
688229.SH,624510,Software & Services,20200728,
688233.SH,624530,Semiconductors & Semiconductor Equipment,20200131,
688256.SH,624530,Semiconductors & Semiconductor Equipment,20200630,
688258.SH,624510,Software & Services,20191118,
688260.SH,624520,Technology Hardware & Equipment,20200611,
688266.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200106,
688268.SH,621510,Materials,20161031,
688269.SH,621510,Materials,20151203,
688277.SH,623510,Health Care Equipment & Services,20151110,
688278.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191226,
688286.SH,624530,Semiconductors & Semiconductor Equipment,20151216,
688288.SH,625010,Communication Services,,20190327
688288.SH,622510,Automobiles & Components,20191017,
688289.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200810,
688298.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200107,
688299.SH,621510,Materials,20160530,
688300.SH,621510,Materials,20150115,
688301.SH,622010,Capital Goods,20200828,
688308.SH,622010,Capital Goods,20200417,
688309.SH,622010,Capital Goods,20160430,
688310.SH,623510,Health Care Equipment & Services,20151017,
688311.SH,622010,Capital Goods,20200714,
688312.SH,624520,Technology Hardware & Equipment,20200519,
688313.SH,624520,Technology Hardware & Equipment,20200723,
688314.SH,623510,Health Care Equipment & Services,20200609,
688315.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",,20200603
688315.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200604,
688316.SH,624510,Software & Services,20200826,
688317.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20151203,
688318.SH,624510,Software & Services,20200407,
688319.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20150915,
688321.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20190722,
688323.SH,621510,Materials,20200624,
688328.SH,622010,Capital Goods,20141111,20200426
688328.SH,622010,Capital Goods,20200427,
688329.SH,623510,Health Care Equipment & Services,20200602,
688330.SH,624510,Software & Services,,20200322
688330.SH,622010,Capital Goods,20200323,
688333.SH,622010,Capital Goods,20190703,
688335.SH,622010,Capital Goods,20160227,
688336.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200703,
688338.SH,623510,Health Care Equipment & Services,,20191226
688338.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200715,
688339.SH,622020,Commercial & Professional Services,20151127,20190707
688339.SH,622010,Capital Goods,20200721,
688345.SH,622010,Capital Goods,20200609,
688350.SH,621510,Materials,20200916,
688355.SH,622010,Capital Goods,20200630,
688356.SH,624510,Software & Services,,20191031
688356.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200805,
688357.SH,621510,Materials,20150917,
688358.SH,623510,Health Care Equipment & Services,20191113,
688359.SH,621510,Materials,20160227,
688360.SH,622010,Capital Goods,20140610,
688363.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191016,
688365.SH,624510,Software & Services,20200410,
688366.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20150430,
688368.SH,624530,Semiconductors & Semiconductor Equipment,20190917,
688369.SH,624510,Software & Services,20191011,
688377.SH,621010,Energy,20200615,
688378.SH,624530,Semiconductors & Semiconductor Equipment,20170124,
688379.SH,621510,Materials,20200730,
688383.SH,622010,Capital Goods,20200403,
688386.SH,624520,Technology Hardware & Equipment,20200403,
688388.SH,621510,Materials,20151017,
688389.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191017,
688390.SH,624530,Semiconductors & Semiconductor Equipment,20151219,
688393.SH,623510,Health Care Equipment & Services,20200731,
688395.SH,622010,Capital Goods,20151208,
688396.SH,624530,Semiconductors & Semiconductor Equipment,20200131,
688398.SH,622010,Capital Goods,,20190717
688398.SH,621510,Materials,20200114,
688399.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20191115,
688408.SH,622010,Capital Goods,20200810,
688418.SH,624520,Technology Hardware & Equipment,20200702,
688456.SH,621510,Materials,20200619,
688466.SH,622020,Commercial & Professional Services,20200415,
688468.SH,624510,Software & Services,,20200607
688468.SH,623510,Health Care Equipment & Services,20200608,
688488.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200630,
688500.SH,622020,Commercial & Professional Services,20150812,20190626
688500.SH,624510,Software & Services,20200630,
688505.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20020813,
688508.SH,624520,Technology Hardware & Equipment,20140124,
688510.SH,622010,Capital Goods,20160831,
688513.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20160430,
688516.SH,622010,Capital Goods,20160223,
688518.SH,622010,Capital Goods,20150922,
688519.SH,624520,Technology Hardware & Equipment,20101228,
688520.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200601,
688521.SH,624530,Semiconductors & Semiconductor Equipment,20200729,
688526.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200903,
688528.SH,622010,Capital Goods,20200609,
688529.SH,622010,Capital Goods,20200416,
688533.SH,622520,Consumer Durables & Apparel,20200616,
688536.SH,624530,Semiconductors & Semiconductor Equipment,20160507,
688538.SH,624520,Technology Hardware & Equipment,20200826,
688550.SH,621510,Materials,20151229,
688551.SH,622010,Capital Goods,20200820,
688555.SH,624510,Software & Services,20160429,
688556.SH,622010,Capital Goods,20151107,
688557.SH,624510,Software & Services,,20200423
688557.SH,622010,Capital Goods,20200424,
688558.SH,622010,Capital Goods,20200609,
688559.SH,624520,Technology Hardware & Equipment,20200818,
688560.SH,621510,Materials,20200511,
688561.SH,624510,Software & Services,20200707,
688565.SH,622010,Capital Goods,20141113,20200610
688565.SH,622020,Commercial & Professional Services,20200611,
688566.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200423,
688567.SH,625510,Utilities,,20190915
688567.SH,622010,Capital Goods,20200624,
688568.SH,624510,Software & Services,20200616,
688569.SH,621510,Materials,20200811,
688571.SH,621510,Materials,20200817,
688575.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200814,
688577.SH,622010,Capital Goods,20160423,
688578.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200817,
688579.SH,624510,Software & Services,20150129,
688580.SH,623510,Health Care Equipment & Services,20160220,
688585.SH,621510,Materials,20200909,
688586.SH,622010,Capital Goods,20200714,
688588.SH,624510,Software & Services,20140730,20200819
688588.SH,624510,Software & Services,20200820,
688589.SH,624530,Semiconductors & Semiconductor Equipment,20200703,
688590.SH,624510,Software & Services,20191227,
688595.SH,624510,Software & Services,20160430,20200330
688595.SH,624530,Semiconductors & Semiconductor Equipment,20200825,
688596.SH,621510,Materials,20151125,
688597.SH,622010,Capital Goods,20200811,
688598.SH,621510,Materials,20200423,
688599.SH,624530,Semiconductors & Semiconductor Equipment,20061219,
688600.SH,624520,Technology Hardware & Equipment,20200610,
688606.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200528,
688607.SH,622010,Capital Goods,20200911,
688608.SH,624520,Technology Hardware & Equipment,20200819,
688609.SH,624520,Technology Hardware & Equipment,20200603,
688611.SH,624520,Technology Hardware & Equipment,20160329,20200618
688611.SH,622010,Capital Goods,20200619,
688613.SH,623510,Health Care Equipment & Services,20200619,
688616.SH,622010,Capital Goods,20200522,
688617.SH,623510,Health Care Equipment & Services,20200422,
688618.SH,624510,Software & Services,,20200524
688618.SH,624520,Technology Hardware & Equipment,20200826,
688619.SH,624520,Technology Hardware & Equipment,20200922,
688625.SH,621510,Materials,20160429,
688626.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200601,
688628.SH,624520,Technology Hardware & Equipment,,20200524
688628.SH,622010,Capital Goods,20200922,
688630.SH,622020,Commercial & Professional Services,,20200512
688630.SH,624520,Technology Hardware & Equipment,20200513,
688633.SH,622010,Capital Goods,20200921,
688636.SH,624520,Technology Hardware & Equipment,,20200601
688636.SH,622010,Capital Goods,20200602,
688639.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20140822,
688655.SH,624520,Technology Hardware & Equipment,20200730,
688656.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200824,
688658.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200904,
688659.SH,622020,Commercial & Professional Services,20200409,
688660.SH,622010,Capital Goods,,20200618
688660.SH,622010,Capital Goods,20200619,
688661.SH,624520,Technology Hardware & Equipment,20200602,
688662.SH,624530,Semiconductors & Semiconductor Equipment,20200611,
688663.SH,622010,Capital Goods,20150730,
688665.SH,624520,Technology Hardware & Equipment,20200429,
688667.SH,624520,Technology Hardware & Equipment,,20200603
688667.SH,622510,Automobiles & Components,20200604,
688668.SH,624520,Technology Hardware & Equipment,20200429,
688669.SH,621510,Materials,20151104,
688676.SH,622010,Capital Goods,20200921,
688677.SH,623510,Health Care Equipment & Services,20160227,
688678.SH,622010,Capital Goods,20160728,
688679.SH,622020,Commercial & Professional Services,20151201,
688680.SH,621510,Materials,20150122,
688681.SH,622010,Capital Goods,20140804,
688682.SH,624510,Software & Services,20200618,
688683.SH,621510,Materials,,20200614
688683.SH,622010,Capital Goods,20200615,
688685.SH,622010,Capital Goods,20200630,
688686.SH,622010,Capital Goods,20200520,
688687.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20120730,
688688.SH,624510,Software & Services,20200825,
688689.SH,624530,Semiconductors & Semiconductor Equipment,20200916,
688696.SH,624520,Technology Hardware & Equipment,20200921,
688698.SH,622010,Capital Goods,20200904,
688699.SH,624520,Technology Hardware & Equipment,,20200427
688699.SH,624530,Semiconductors & Semiconductor Equipment,20200428,
688700.SH,622010,Capital Goods,20200629,
688777.SH,624510,Software & Services,20200325,
688788.SH,624520,Technology Hardware & Equipment,20200923,
688819.SH,622010,Capital Goods,20121025,
688981.SH,624530,Semiconductors & Semiconductor Equipment,20040318,
A05002.SZ,622010,Capital Goods,,
A07024.SZ,622010,Capital Goods,20090710,
A09141.SZ,625510,Utilities,20160130,
A10012.SZ,622520,Consumer Durables & Apparel,20100111,
A10105.SZ,622520,Consumer Durables & Apparel,20100327,
A11281.SH,622520,Consumer Durables & Apparel,20111121,
A12038.SZ,622520,Consumer Durables & Apparel,20120203,
A12053.SZ,624510,Software & Services,20150619,
A12058.SZ,621510,Materials,20120223,
A12083.SZ,622010,Capital Goods,20120302,
A12093.SZ,622550,Retailing,20120309,
A12099.SZ,624510,Software & Services,20120309,
A12103.SZ,624510,Software & Services,20120313,
A12118.SZ,623020,"Food, Beverage & Tobacco",20150917,
A12119.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20120319,
A12124.SZ,624520,Technology Hardware & Equipment,20120322,
A12171.SZ,622010,Capital Goods,20120412,
A12180.SZ,624520,Technology Hardware & Equipment,20120419,
A12210.SZ,622010,Capital Goods,20150327,
A12232.SH,622030,Transportation,20120518,
A12280.SH,622010,Capital Goods,20120713,
A12289.SZ,624510,Software & Services,20151216,
A14162.SZ,621510,Materials,20140430,
A14173.SZ,622530,Consumer Services,20151204,20190627
A14173.SZ,622540,Media,20190629,
A14412.SH,622540,Media,20140530,
A14543.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20180511,
A14661.SH,624020,Diversified Financials,20141017,
A14697.SH,624530,Semiconductors & Semiconductor Equipment,20200624,
A15130.SZ,624020,Diversified Financials,20170111,
A15161.SZ,622010,Capital Goods,20200914,
A15211.SZ,624510,Software & Services,20200731,
A15261.SZ,622010,Capital Goods,20190614,
A15300.SZ,624510,Software & Services,20201117,
A15337.SH,623020,"Food, Beverage & Tobacco",20200703,
A16005.SH,621510,Materials,20190628,
A16067.SH,623510,Health Care Equipment & Services,20200929,
A16104.SZ,621510,Materials,20200918,
A16125.SH,621510,Materials,20160603,
A16167.SZ,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200706,
A16181.SZ,621510,Materials,20150730,
A16230.SZ,624010,Banks,20111230,
A16235.SZ,621510,Materials,20201015,
A16249.SH,623520,"Pharmaceuticals, Biotechnology & Life Sciences",20200624,
A16277.SZ,621510,Materials,20201210,
A16298.SZ,623010,Food & Staples Retailing,20201016,
A16299.SH,624510,Software & Services,20200904,
A16313.SZ,622010,Capital Goods,20200916,
A16321.SH,623030,Household & Personal Products,20161223,
A17023.SH,622520,Consumer Durables & Apparel,20150811,20201124
A17023.SH,622010,Capital Goods,20201125,
A17085.SH,624020,Diversified Financials,20150312,
A17099.SZ,621510,Materials,20151218,
A17115.SZ,621510,Materials,20201025,
A17126.SZ,624520,Technology Hardware & Equipment,20200930,20210522
A17126.SZ,624530,Semiconductors & Semiconductor Equipment,20210523,
A17132.SH,624520,Technology Hardware & Equipment,20141104,
A17138.SZ,621510,Materials,20201015,
A17161.SZ,621510,Materials,20160429,
A17171.SH,624520,Technology Hardware & Equipment,20201217,
A17247.SZ,622010,Capital Goods,,20191226
A17247.SZ,624520,Technology Hardware & Equipment,20200702,
A17250.SZ,625510,Utilities,20151219,
A17255.SZ,622010,Capital Goods,20201208,
A17268.SH,624510,Software & Services,20170811,
A17305.SZ,622540,Media,20200824,
A17310.SZ,624520,Technology Hardware & Equipment,20180504,
A17312.SH,621510,Materials,20120210,
A17315.SZ,621510,Materials,20171020,
A17324.SZ,624010,Banks,20180508,
A17331.SZ,624520,Technology Hardware & Equipment,20200929,
A17347.SZ,624510,Software & Services,20201020,
